INS_IDINSTRUMENTO	TEM_IDTEMA	IXP_ORDEN	PRE_TIPOPREGUNTA	PRE_IDPREGUNTA	PRE_PREGUNTA	RES_IDRESPUESTA	RES_RESPUESTA	RES_ACTIVA	ESCRIBIBLE
1	47	3	GE	1242	¿CUÁL ES EL NOMBRE DE LA COMUNIDAD NEGRA DE ORIGEN?	4065		SI	SI
1	47	4	GE	1243	¿CUÁL ES EL NOMBRE DEL CABILDO DE ORIGEN?	4066		SI	SI
1	47	5	GE	1244	¿CUÁL ES EL NOMBRE DEL CONSEJO COMUNITARIO DE ORIGEN?	4067		SI	SI
1	47	6	GE	1245	¿ANTE CUAL O CUALES ENTIDADES SE ENCUENTRA REGISTRADO EL CABILDO DE ORIGEN?	4068	MINISTERIO DEL INTERIOR	SI	SI
1	47	6	GE	1245	¿ANTE CUAL O CUALES ENTIDADES SE ENCUENTRA REGISTRADO EL CABILDO DE ORIGEN?	4069	ALCALDÍA MUNICIPAL	SI	SI
1	47	6	GE	1245	¿ANTE CUAL O CUALES ENTIDADES SE ENCUENTRA REGISTRADO EL CABILDO DE ORIGEN?	4070	OTRA ¿CUÁL?	SI	SI
1	47	6	GE	1245	¿ANTE CUAL O CUALES ENTIDADES SE ENCUENTRA REGISTRADO EL CABILDO DE ORIGEN?	4071	NINGUNA	SI	SI
1	47	7	GE	1246	¿ANTE CUAL O CUALES ENTIDADES SE ENCUENTRA REGISTRADO EL CONSEJO COMUNITARIO DE ORIGEN?	4072	MINISTERIO DEL INTERIOR	SI	SI
1	47	7	GE	1246	¿ANTE CUAL O CUALES ENTIDADES SE ENCUENTRA REGISTRADO EL CONSEJO COMUNITARIO DE ORIGEN?	4073	ALCALDÍA MUNICIPAL	SI	SI
1	47	7	GE	1246	¿ANTE CUAL O CUALES ENTIDADES SE ENCUENTRA REGISTRADO EL CONSEJO COMUNITARIO DE ORIGEN?	4074	OTRA ¿CUÁL?	SI	SI
1	47	7	GE	1246	¿ANTE CUAL O CUALES ENTIDADES SE ENCUENTRA REGISTRADO EL CONSEJO COMUNITARIO DE ORIGEN?	4075	NINGUNA	SI	SI
1	47	8	GE	1247	¿LA COMUNIDAD MANTIENE RELACION Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4076	SI	SI	SI
1	47	8	GE	1247	¿LA COMUNIDAD MANTIENE RELACION Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4077	NO	SI	SI
1	47	9	GE	1248	¿LA COMUNIDAD MANTIENE RELACION Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4078	SI	SI	SI
1	47	9	GE	1248	¿LA COMUNIDAD MANTIENE RELACION Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4079	NO	SI	SI
1	47	10	GE	1249	¿CUÁL ES EL TIPO DE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4080	ECONÓMICA (TRUEQUES, AYUDAS EN DINERO, GESTIÓN DEL CABILDO O COMUNIDAD DE ORIGEN DE PROGRAMAS O PROYECTOS PRODUCTIVOS QUE BENEFICIEN A LA COMUNIDAD DESPLAZADA ETC)	SI	SI
1	47	10	GE	1249	¿CUÁL ES EL TIPO DE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4081	SOCIAL Y/O CULTURAL: (CELEBRACIONES, RITUALES, PRÁCTICA DE MEDICINA TRADICIONAL, ESPACIOS PARA LA ENSEÑANZA DE LAS TRADICIONES Y LAS COSTUMBRES DE LA COMUNIDAD INDÍGENA)	SI	SI
1	47	10	GE	1249	¿CUÁL ES EL TIPO DE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4082	POLÍTICA / ORGANIZATIVA (SE RESPONDE A LA AUTORIDAD TRADICIONAL – CAPITÁN, CACIQUE, GOBERNADOR, ETC, SE RESPONDE A LAS FORMAS DE CONTROL SOCIAL Y/O LA JUSTICIA PROPIA, SE PARTICIPA EN LA ELECCIÓN DE LAS AUTORIDADES TRADICIONALES Y/O REPRESENTANTES LEGALES) 	SI	SI
1	47	10	GE	1249	¿CUÁL ES EL TIPO DE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4083	¿OTRO? ¿CUÁL?	SI	SI
1	47	11	GE	1250	¿CUÁL ES EL TIPO DE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4084	ECONÓMICA (PROYECTOS PRODUCTIVOS)	SI	SI
1	47	11	GE	1250	¿CUÁL ES EL TIPO DE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4085	SOCIAL Y/O CULTURAL: (FIESTAS TRADICIONALES, MEDICINA TRADICIONAL, TRANSMISIÓN DE COSTUMBRES ANCESTRALES, PRÁCTICAS CULTURALES)	SI	SI
1	47	11	GE	1250	¿CUÁL ES EL TIPO DE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4086	POLÍTICA / ORGANIZATIVA (ACOMPAÑAMIENTO ORGANIZATIVO O SOCIAL, INSTANCIAS DE PARTICIPACIÓN, PROCESOS DE TOMA DE DECISION, FORTALECIMIENTO ORGANIZATIVO Y COMUNITARIO) 	SI	SI
1	47	11	GE	1250	¿CUÁL ES EL TIPO DE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4087	¿OTRO? ¿CUÁL?	SI	SI
1	47	12	GE	1251	¿CUÁL ES LA RAZÓN POR LA QUE NO MANTIENE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4088	DISTANCIA 	SI	SI
1	47	12	GE	1251	¿CUÁL ES LA RAZÓN POR LA QUE NO MANTIENE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4089	DIVISIONES INTERNAS 	SI	SI
1	47	12	GE	1251	¿CUÁL ES LA RAZÓN POR LA QUE NO MANTIENE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4090	HECHOS LIGADOS AL CONFLICTO ARMADO (COMUNIDAD DE ORIGEN CONFINADA, TERRITORIO DE ORIGEN CONTAMINADO CON MINAS ANTIPERSONA, PROHIBICIÓN POR PARTE DE ACTORES ARMADOS ILEGALES, TEMOR POR AMENAZAS, ETC)	SI	SI
1	47	12	GE	1251	¿CUÁL ES LA RAZÓN POR LA QUE NO MANTIENE RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CABILDO DE ORIGEN?	4091	¿OTRO? ¿CUÁL?	SI	SI
1	47	13	GE	1252	¿CUÁL ES LA RAZÓN POR LA QUE NO MANTIENE  RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4092	DISTANCIA 	SI	SI
1	47	13	GE	1252	¿CUÁL ES LA RAZÓN POR LA QUE NO MANTIENE  RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4093	DIVISIONES INTERNAS 	SI	SI
1	47	13	GE	1252	¿CUÁL ES LA RAZÓN POR LA QUE NO MANTIENE  RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4094	HECHOS LIGADOS AL CONFLICTO ARMADO (COMUNIDAD DE ORIGEN CONFINADA, TERRITORIO DE ORIGEN CONTAMINADO CON MINAS ANTIPERSONA, PROHIBICIÓN POR PARTE DE ACTORES ARMADOS ILEGALES, TEMOR POR AMENAZAS, ETC)	SI	SI
1	47	13	GE	1252	¿CUÁL ES LA RAZÓN POR LA QUE NO MANTIENE  RELACIÓN Y/O CONTACTO CON SU COMUNIDAD Y/O CONSEJO COMUNITARIO DE ORIGEN?	4095	¿OTRO? ¿CUÁL?	SI	SI
1	47	14	GE	1253	¿LA COMUNIDAD SE SEPARÓ DEFINITIVAMENTE DE SU CABILDO DE ORIGEN Y HACE PARTE DE OTRO CABILDO?	4096	SI ¿CUÁL?	SI	SI
1	47	14	GE	1253	¿LA COMUNIDAD SE SEPARÓ DEFINITIVAMENTE DE SU CABILDO DE ORIGEN Y HACE PARTE DE OTRO CABILDO?	4097	NO	SI	SI
1	47	15	GE	1254	¿LA COMUNIDAD SE SEPARÓ DEFINITIVAMENTE DE SU CONSEJO COMUNITARIO DE ORIGEN Y HACE PARTE DE OTRO CONSEJO COMUNITARIO?	4098	SI ¿CUÁL?	SI	SI
1	47	15	GE	1254	¿LA COMUNIDAD SE SEPARÓ DEFINITIVAMENTE DE SU CONSEJO COMUNITARIO DE ORIGEN Y HACE PARTE DE OTRO CONSEJO COMUNITARIO?	4099	NO	SI	SI
1	47	16	GE	1255	¿LA COMUNIDAD PERTENECE A ALGUNA ORGANIZACIÓN INDÌGENA?	4100	SI	SI	SI
1	47	16	GE	1255	¿LA COMUNIDAD PERTENECE A ALGUNA ORGANIZACIÓN INDÌGENA?	4101	NO	SI	SI
1	47	17	GE	1256	¿LA COMUNIDAD PERTENECE A UNA ORGANIZACIÓN AFROCOLOMBIANA DE PRIMER O SEGUNDO NIVEL?	4102	SI	SI	SI
1	47	17	GE	1256	¿LA COMUNIDAD PERTENECE A UNA ORGANIZACIÓN AFROCOLOMBIANA DE PRIMER O SEGUNDO NIVEL?	4103	NO	SI	SI
1	47	18	GE	1257	¿LA COMUNIDAD CUENTA CON LISTADO CENSAL?	4104	SI	SI	SI
1	47	18	GE	1257	¿LA COMUNIDAD CUENTA CON LISTADO CENSAL?	4105	NO	SI	SI
1	47	19	GE	1258	¿EL LISTADO CENSAL SE ENCUENTRA ACTUALIZADO? 	4106	SI	SI	SI
1	47	19	GE	1258	¿EL LISTADO CENSAL SE ENCUENTRA ACTUALIZADO? 	4107	NO	SI	SI
1	47	20	GE	1259	¿SE HACE ENTREGA DEL LISTADO CENSAL DURANTE LA APLICACIÓN DEL INSTRUMENTO DE RECOLECCIÓN DE INFORMACIÓN? 	4108	SI	SI	SI
1	47	20	GE	1259	¿SE HACE ENTREGA DEL LISTADO CENSAL DURANTE LA APLICACIÓN DEL INSTRUMENTO DE RECOLECCIÓN DE INFORMACIÓN? 	4109	NO	SI	SI
1	47	21	GE	1260	OBSERVACIONES A ESTE CAPITULO	4110		SI	SI
1	48	1	GE	1261	¿DE QUE LUGAR PROVIENE LA COMUNIDAD DESPLAZADA?	4111		SI	SI
1	48	2	GE	1262	ZONA DE LA QUE PROVIENE LA COMUNIDAD	4112	URBANO - CABECERA MUNICIPAL (DONDE ESTÁ LA ALCALDÍA)	SI	SI
1	48	2	GE	1262	ZONA DE LA QUE PROVIENE LA COMUNIDAD	4113	RURAL - CENTRO POBLADO (CORREGIMIENTO, INSPECCIÓN DE POLICÍA, CASERÍO)	SI	SI
1	48	2	GE	1262	ZONA DE LA QUE PROVIENE LA COMUNIDAD	4114	RURAL - RURAL DISPERSO (VEREDA)	SI	SI
1	48	3	GE	1263	¿CUÁL BARRIO, CENTRO POBLADO O VEREDA?	4115		SI	SI
1	48	4	GE	1264	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD INDÍGENA: 	4116	NORTE - ATLÁNTICO	SI	SI
1	48	4	GE	1264	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD INDÍGENA: 	4117	NUDO DE PARAMILLO	SI	SI
1	48	4	GE	1264	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD INDÍGENA: 	4118	NORORIENTAL, BOSQUE HÚMEDO, SERRANÍA DE LOS MOTILONES	SI	SI
1	48	4	GE	1264	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD INDÍGENA: 	4119	CORDILLERA ORIENTAL - FAMILIA CHIBCHA	SI	SI
1	48	4	GE	1264	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD INDÍGENA: 	4120	ORIENTE Y SABANAS INUNDABLES	SI	SI
1	48	4	GE	1264	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD INDÍGENA: 	4121	PACÍFICO	SI	SI
1	48	4	GE	1264	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD INDÍGENA: 	4122	AMAZONÍA - BOSQUE HÚMEDO TROPICAL	SI	SI
1	48	4	GE	1264	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD INDÍGENA: 	4123	ANDES CENTRALES ORIENTALES	SI	SI
1	48	4	GE	1264	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD INDÍGENA: 	4124	MACIZO COLOMBIANO	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4125	COSTA PACÍFICA NARIÑENSE	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4126	ZONA CORDILLERA Y VALLES INTERANDINOS	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4127	PACÍFICO MEDIO	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4128	URABÁ – DARIÉN	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4129	LITORAL PACÍFICO	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4130	SERRANÍA DEL PERIJÁ	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4131	MONTES DE MARÍA	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4132	MOJANA SUCREÑA	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4133	ALTO Y BAJO PACÍFICO	SI	SI
1	48	5	GE	1265	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE A LA CUAL PERTENCE LA COMUNIDAD AFROCOLOMBIANA: 	4134	SIERRA NEVADA DE SANTA MARTA	SI	SI
1	48	6	GE	1266	¿ESTA COMUNIDAD DESPLAZADA SALIÓ DE SU TERRITORIO COLECTIVO?	4135	SI	SI	SI
1	48	6	GE	1266	¿ESTA COMUNIDAD DESPLAZADA SALIÓ DE SU TERRITORIO COLECTIVO?	4136	NO	SI	SI
1	48	7	GE	1267	ESCRIBA EL NOMBRE DEL TERRITORIO SEGÚN CORRESPONDA A CONTINUACIÓN	4137	RESGUARDO	SI	SI
1	48	7	GE	1267	ESCRIBA EL NOMBRE DEL TERRITORIO SEGÚN CORRESPONDA A CONTINUACIÓN	4138	RESERVA INDÍGENA	SI	SI
1	48	7	GE	1267	ESCRIBA EL NOMBRE DEL TERRITORIO SEGÚN CORRESPONDA A CONTINUACIÓN	4139	TERRITORIO ANCESTRAL	SI	SI
1	48	7	GE	1267	ESCRIBA EL NOMBRE DEL TERRITORIO SEGÚN CORRESPONDA A CONTINUACIÓN	4140	OTRO ¿CUÁL? ___________________	SI	SI
1	48	8	GE	1268	ESCRIBA EL NOMBRE DEL TERRITORIO SEGÚN CORRESPONDA A CONTINUACIÓN	4141	TERRITORIO COLECTIVO DE COMUNIDADES NEGRAS - CC	SI	SI
1	48	8	GE	1268	ESCRIBA EL NOMBRE DEL TERRITORIO SEGÚN CORRESPONDA A CONTINUACIÓN	4142	TERRITORIO ANCESTRALMENTE HABITADO	SI	SI
1	48	8	GE	1268	ESCRIBA EL NOMBRE DEL TERRITORIO SEGÚN CORRESPONDA A CONTINUACIÓN	4143	OTRO ¿CUÁL? ___________________	SI	SI
1	48	9	GE	1269	¿EN QUE LUGAR SE ENCUENTRA ASENTADA LA COMUNIDAD DESPLAZADA EN ESTE MOMENTO?	4144		SI	SI
1	48	10	GE	1270	ZONA DE LOS RECIBE	4145	URBANO - CABECERA MUNICIPAL (DONDE ESTÁ LA ALCALDÍA)	SI	SI
1	48	10	GE	1270	ZONA DE LOS RECIBE	4146	RURAL - CENTRO POBLADO (CORREGIMIENTO, INSPECCIÓN DE POLICÍA, CASERÍO)	SI	SI
1	48	10	GE	1270	ZONA DE LOS RECIBE	4147	RURAL - RURAL DISPERSO (VEREDA)	SI	SI
1	48	11	GE	1271	¿CUÁL BARRIO, CENTRO POBLADO O VEREDA?	4148		SI	SI
1	48	12	GE	1272	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD INDIGENA:	4149	NORTE - ATLÁNTICO	SI	SI
1	48	12	GE	1272	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD INDIGENA:	4150	NUDO DE PARAMILLO	SI	SI
1	48	12	GE	1272	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD INDIGENA:	4151	NORORIENTAL, BOSQUE HÚMEDO, SERRANÍA DE LOS MOTILONES	SI	SI
1	48	12	GE	1272	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD INDIGENA:	4152	CORDILLERA ORIENTAL - FAMILIA CHIBCHA	SI	SI
1	48	12	GE	1272	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD INDIGENA:	4153	ORIENTE Y SABANAS INUNDABLES	SI	SI
1	48	12	GE	1272	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD INDIGENA:	4154	PACÍFICO	SI	SI
1	48	12	GE	1272	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD INDIGENA:	4155	AMAZONÍA - BOSQUE HÚMEDO TROPICAL	SI	SI
1	48	12	GE	1272	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD INDIGENA:	4156	ANDES CENTRALES ORIENTALES	SI	SI
1	48	12	GE	1272	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD INDIGENA:	4157	MACIZO COLOMBIANO	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4158	COSTA PACÍFICA NARIÑENSE	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4159	ZONA CORDILLERA Y VALLES INTERANDINOS	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4160	PACÍFICO MEDIO	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4161	URABÁ – DARIÉN	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4162	LITORAL PACÍFICO	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4163	SERRANÍA DEL PERIJÁ	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4164	MONTES DE MARÍA	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4165	MOJANA SUCREÑA	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4166	ALTO Y BAJO PACÍFICO	SI	SI
1	48	13	GE	1273	VERIFIQUE LA RESPUESTA EN EL CUADRO ANTERIOR, Y POR FAVOR ESCRIBA O SEÑALE LA REGIÓN DE BASE EN LA QUE SE ENCUENTRA ACTUALMENTE LA COMUNIDAD AFROCOLOMBIANA: 	4167	SIERRA NEVADA DE SANTA MARTA	SI	SI
1	48	14	GE	1274	¿LA COMUNIDAD DESPLAZADA SE ENCUENTRA ASENTADA DENTRO DE SU TERRITORIO COLECTIVO?	4168	SI	SI	SI
1	48	14	GE	1274	¿LA COMUNIDAD DESPLAZADA SE ENCUENTRA ASENTADA DENTRO DE SU TERRITORIO COLECTIVO?	4169	NO	SI	SI
1	48	15	GE	1275	OBSERVACIONES A ESTE CAPITULO	4170		SI	SI
1	49	1	GE	1276	EL TERRITORIO HABITADO POR ESTA COMUNIDAD TIENE UNA EXTENSIÓN APROXIMADA DE: 	4171		SI	SI
1	49	2	GE	1277	¿EN QUÉ SE UTILIZA EL TERRITORIO DE QUE DISPONE LA COMUNIDAD?	4172	USO FAMILIAR PARA LA PRODUCCIÓN	SI	SI
1	49	2	GE	1277	¿EN QUÉ SE UTILIZA EL TERRITORIO DE QUE DISPONE LA COMUNIDAD?	4173	USO COMUNITARIO PARA LA PRODUCCIÓN	SI	SI
1	49	2	GE	1277	¿EN QUÉ SE UTILIZA EL TERRITORIO DE QUE DISPONE LA COMUNIDAD?	4174	USO PARA MONTE DE RESPALDO O CONSERVACIÓN - RESERVA NATURAL - ÁREAS PROTEGIDAS -MANGLAR	SI	SI
1	49	2	GE	1277	¿EN QUÉ SE UTILIZA EL TERRITORIO DE QUE DISPONE LA COMUNIDAD?	4175	OTRA ¿CUÁL?	SI	SI
1	49	2	GE	1277	¿EN QUÉ SE UTILIZA EL TERRITORIO DE QUE DISPONE LA COMUNIDAD?	4176	NINGUNA	SI	SI
1	49	3	GE	1278	¿DE LAS SIGUIENTES ACTIVIDADES COMPLEMENTARIAS CUÁLES DESARROLLA?	4177	PESCA (ACTIVIDAD QUE SE REALIZA CON EL FIN DE EXTRAER PECES O ANIMALES QUE HABITAN RÍOS, MARES, MANGLARES, Y QUE APORTAN A LA ALIMENTACIÓN DE LA COMUNIDAD PARA LO CUAL SE UTILIZAN HERRAMIENTAS COMO ATARRAYA, ANZUELO, ARPÓN ETC)	SI	SI
1	49	3	GE	1278	¿DE LAS SIGUIENTES ACTIVIDADES COMPLEMENTARIAS CUÁLES DESARROLLA?	4178	CAZA (BÚSQUEDA Y SACRIFICIO DE ANIMALES PRESENTES EN EL TERRITORIO PARA SATISFACER LA ALIMENTACIÓN DE LA COMUNIDAD)	SI	SI
1	49	3	GE	1278	¿DE LAS SIGUIENTES ACTIVIDADES COMPLEMENTARIAS CUÁLES DESARROLLA?	4179	RECOLECCIÓN (BÚSQUEDA Y RECOGIDA DE PLANTAS, FRUTOS, SEMILLAS, RAÍCES ETC, QUE APORTAN A LA ALIMENTACIÓN DE LA COMUNIDAD	SI	SI
